Title,Company Name,Location,Start Date,Duration,Stipend,Status,skills required,apply by,about the internship,who can apply,About the company,End Date
2D Animation (Motion Graphics),Shavya's Agronixx LLP,Work From Home,2025-10-05,2 months,"₹ 10,000 /month",1 week ago,"CorelDRAW, Photoshop, UI/UX Tools",2025-09-28,"As a 2D Animation (Motion Graphics), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Shavya's Agronixx LLP is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Social Media Marketing,Woodman Electronics India Private Limited,"Noida, Ghaziabad, Greater Noida, Delhi",2025-10-05,2 months,"₹ 12,000 /month +  Incentives",1 week ago,"Instagram Marketing, Analytics, Content Creation",2025-09-28,"As a Social Media Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Woodman Electronics India Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Marathi Content Writing,Kishor Sasemahal,Work From Home,2025-10-05,2 months,"₹ 1,500 /month",1 week ago,"Creative Writing, SEO, Blogging, Editing",2025-09-28,"As a Marathi Content Writing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Kishor Sasemahal is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Content Editor For Social Media,Soul Sync Project,Mumbai,2025-10-05,2 months,"₹ 3,000 /month",1 week ago,"Instagram Marketing, Analytics, Content Creation",2025-09-28,"As a Content Editor For Social Media, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Soul Sync Project is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Marketing,Nanhe Coders,Work From Home,2025-10-05,2 months,"₹ 4,000 /month",1 week ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Nanhe Coders is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Teaching,Ligo Brainees,Delhi,2025-10-05,2 months,"₹ 6,500-8,500 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Teaching, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Ligo Brainees is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Market Research,Hirexa Solutions Private Limited,Bangalore,2025-10-05,2 months,"₹ 5,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Market Research, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Hirexa Solutions Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Animation,0to1 Solutions,Work From Home,2025-10-05,2 months,"₹ 1,000 /month +  Incentives",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Animation, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,0to1 Solutions is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Human Resources (HR),TRUSTKLUB Consulting Private Limited,Kolkata,2025-10-05,2 months,"₹ 8,000 /month",1 week ago,"Recruitment, Employee Engagement, MS Office, Communication",2025-09-28,"As a Human Resources (HR), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,TRUSTKLUB Consulting Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Business Development (Sales),Joints Health Private Limited,Delhi,2025-10-05,2 months,"₹ 6,000 /month +  Incentives",1 week ago,"Lead Generation, Sales, Communication, CRM Tools",2025-09-28,"As a Business Development (Sales), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Joints Health Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Operations,Fitness 2020,Work From Home,2025-10-05,2 months,"₹ 2,500 /month +  Incentives",1 week ago,"Process Management, Excel, Coordination, Problem Solving",2025-09-28,"As a Operations, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Fitness 2020 is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
